

🇨🇳4K超清,#genre#
CGTN,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600014550
CGTN纪录,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600084781
CGTN俄语,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600084758
CGTN法语,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600084704
CGTN西语,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600084744
CGTN阿语,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600084782

CGTN,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://www.cgtn.com/tv
CGTN,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://www.yangshipin.cn/tv/home?pid=600014550
CGTN Español,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://espanol.cgtn.com/en-directo
CGTN Español,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://www.yangshipin.cn/tv/home?pid=600084744
CGTN Français,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://francais.cgtn.com/channel
CGTN Français,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://www.yangshipin.cn/tv/home?pid=600084704
CGTN العربية,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://arabic.cgtn.com/channel
CGTN العربية,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://www.yangshipin.cn/tv/home?pid=600084782
CGTN Русский,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://russian.cgtn.com/channel
CGTN Русский,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://www.yangshipin.cn/tv/home?pid=600084758
CGTN Documentary,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://www.cgtn.com/channel/documentary
CGTN Documentary,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://www.yangshipin.cn/tv/home?pid=600084781
CCTV4欧洲,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://tv.cctv.com/live/cctveurope/index.shtml
CCTV4美洲,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://tv.cctv.com/live/cctvamerica/

风云剧场,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600099658
第一剧场,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600099655
怀旧剧场,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600099620
北京卫视,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600002309
江苏卫视,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600002521
东方卫视,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600002483
浙江卫视,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600002520
湖南卫视,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600002475
湖北卫视,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600002508
广东卫视,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600002485
广西卫视,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600002509
黑龙江卫视,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600002498
海南卫视,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600002506
重庆卫视,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600002531
深圳卫视,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600002481
四川卫视,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600002516
河南卫视,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600002525
东南卫视,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600002484
贵州卫视,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600002490
江西卫视,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600002503
辽宁卫视,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600002505
安徽卫视,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600002532
河北卫视,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600002493
山东卫视,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600002513
天津卫视,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600152137
吉林卫视,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600190405
陕西卫视,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600190400
宁夏卫视,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600190737
内蒙古卫视,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600190401
云南卫视,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600190402
山西卫视,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600190407
青海卫视,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600190406
西藏卫视,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600190403
甘肃卫视,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600190408

🇨🇳咪咕视频,#genre#,JS=https://5266.kstore.space/cjmg.js

CCTV1综合,http://A/ku9/js/咪咕超简版.js?id=608807420
CCTV2财经,http://A/ku9/js/咪咕超简版.js?id=631780532
CCTV3综艺,http://A/ku9/js/咪咕超简版.js?id=624878271
CCTV4中文国际,http://A/ku9/js/咪咕超简版.js?id=631780421
CCTV5体育,http://A/ku9/js/咪咕超简版.js?id=641886683
CCTV5+体育赛事,http://A/ku9/js/咪咕超简版.js?id=641886773
CCTV6电影,http://A/ku9/js/咪咕超简版.js?id=624878396
CCTV7国防军事,http://A/ku9/js/咪咕超简版.js?id=673168121
CCTV8电视剧,http://A/ku9/js/咪咕超简版.js?id=624878356
CCTV9纪录,http://A/ku9/js/咪咕超简版.js?id=673168140
CCTV10科教,http://A/ku9/js/咪咕超简版.js?id=624878405
CCTV11戏曲,http://A/ku9/js/咪咕超简版.js?id=667987558
CCTV12社会与法,http://A/ku9/js/咪咕超简版.js?id=673168185
CCTV13新闻,http://A/ku9/js/咪咕超简版.js?id=608807423
CCTV14少儿,http://A/ku9/js/咪咕超简版.js?id=624878440
CCTV15音乐,http://A/ku9/js/咪咕超简版.js?id=673168223
CCTV17农业农村,http://A/ku9/js/咪咕超简版.js?id=673168256
CCTV4欧洲,http://A/ku9/js/咪咕超简版.js?id=608807419
CCTV4美洲,http://A/ku9/js/咪咕超简版.js?id=608807416
CGTN外语纪录,http://A/ku9/js/咪咕超简版.js?id=609006487
CGTN阿拉伯语,http://A/ku9/js/咪咕超简版.js?id=609154345
CGTN西班牙语,http://A/ku9/js/咪咕超简版.js?id=609006450
CGTN法语,http://A/ku9/js/咪咕超简版.js?id=609006476
CGTN俄语,http://A/ku9/js/咪咕超简版.js?id=609006446
老故事,http://A/ku9/js/咪咕超简版.js?id=884121956
中学生,http://A/ku9/js/咪咕超简版.js?id=708869532
CGTN,http://A/ku9/js/咪咕超简版.js?id=609017205
东方卫视,http://A/ku9/js/咪咕超简版.js?id=651632648
江苏卫视,http://A/ku9/js/咪咕超简版.js?id=623899368
广东卫视,http://A/ku9/js/咪咕超简版.js?id=608831231
江西卫视,http://A/ku9/js/咪咕超简版.js?id=783847495
河南卫视,http://A/ku9/js/咪咕超简版.js?id=790187291
陕西卫视,http://A/ku9/js/咪咕超简版.js?id=738910838
大湾区卫视,http://A/ku9/js/咪咕超简版.js?id=608917627
湖北卫视,http://A/ku9/js/咪咕超简版.js?id=947472496
吉林卫视,http://A/ku9/js/咪咕超简版.js?id=947472500
青海卫视,http://A/ku9/js/咪咕超简版.js?id=947472506
东南卫视,http://A/ku9/js/咪咕超简版.js?id=849116810
海南卫视,http://A/ku9/js/咪咕超简版.js?id=947472502
海峡卫视,http://A/ku9/js/咪咕超简版.js?id=849119120
中国农林卫视,http://A/ku9/js/咪咕超简版.js?id=956904896
兵团卫视,http://A/ku9/js/咪咕超简版.js?id=956923145
辽宁卫视,http://A/ku9/js/咪咕超简版.js?id=630291707
上海新闻综合,http://A/ku9/js/咪咕超简版.js?id=651632657
上视东方影视,http://A/ku9/js/咪咕超简版.js?id=617290047
南京新闻综合频道,http://A/ku9/js/咪咕超简版.js?id=838109047
南京教科频道,http://A/ku9/js/咪咕超简版.js?id=838153729
南京十八频道,http://A/ku9/js/咪咕超简版.js?id=838151753
江苏城市频道,http://A/ku9/js/咪咕超简版.js?id=626064714
江苏国际,http://A/ku9/js/咪咕超简版.js?id=626064674
江苏教育,http://A/ku9/js/咪咕超简版.js?id=628008321
江苏影视频道,http://A/ku9/js/咪咕超简版.js?id=626064697
江苏综艺频道,http://A/ku9/js/咪咕超简版.js?id=626065193
公共新闻频道,http://A/ku9/js/咪咕超简版.js?id=626064693
盐城新闻综合,http://A/ku9/js/咪咕超简版.js?id=639731825
淮安新闻综合,http://A/ku9/js/咪咕超简版.js?id=639731826
泰州新闻综合,http://A/ku9/js/咪咕超简版.js?id=639731818
连云港新闻综合,http://A/ku9/js/咪咕超简版.js?id=639731715
宿迁新闻综合,http://A/ku9/js/咪咕超简版.js?id=639731832
徐州新闻综合,http://A/ku9/js/咪咕超简版.js?id=639731747
优漫卡通频道,http://A/ku9/js/咪咕超简版.js?id=626064703
江阴新闻综合,http://A/ku9/js/咪咕超简版.js?id=955227979
南通新闻综合,http://A/ku9/js/咪咕超简版.js?id=955227985
宜兴新闻综合,http://A/ku9/js/咪咕超简版.js?id=955227996
溧水新闻综合,http://A/ku9/js/咪咕超简版.js?id=639737327
陕西银龄频道,http://A/ku9/js/咪咕超简版.js?id=956909362
陕西都市青春频道,http://A/ku9/js/咪咕超简版.js?id=956909358
陕西体育休闲频道,http://A/ku9/js/咪咕超简版.js?id=956909356
陕西秦腔频道,http://A/ku9/js/咪咕超简版.js?id=956909303
陕西新闻资讯频道,http://A/ku9/js/咪咕超简版.js?id=956909289
财富天下,http://A/ku9/js/咪咕超简版.js?id=956923159
经典香港电影,http://A/ku9/js/咪咕超简版.js?id=625703337
抗战经典影片,http://A/ku9/js/咪咕超简版.js?id=617432318
新片放映厅,http://A/ku9/js/咪咕超简版.js?id=619495952
CHC影迷电影,http://A/ku9/js/咪咕超简版.js?id=952383261
和美乡途轮播台,http://A/ku9/js/咪咕超简版.js?id=713591450
高清大片,http://A/ku9/js/咪咕超简版.js?id=629943678
南方影视,http://A/ku9/js/咪咕超简版.js?id=614961829
血色山河·抗日战争影像志,http://A/ku9/js/咪咕超简版.js?id=713600957
熊猫频道01高清,http://A/ku9/js/咪咕超简版.js?id=609158151
熊猫频道1,http://A/ku9/js/咪咕超简版.js?id=608933610
熊猫频道2,http://A/ku9/js/咪咕超简版.js?id=608933640
熊猫频道3,http://A/ku9/js/咪咕超简版.js?id=608934619
熊猫频道4,http://A/ku9/js/咪咕超简版.js?id=608934721
熊猫频道5,http://A/ku9/js/咪咕超简版.js?id=608935104
熊猫频道6,http://A/ku9/js/咪咕超简版.js?id=608935797
熊猫频道7,http://A/ku9/js/咪咕超简版.js?id=609169286
熊猫频道8,http://A/ku9/js/咪咕超简版.js?id=609169287
熊猫频道9,http://A/ku9/js/咪咕超简版.js?id=609169226
熊猫频道10,http://A/ku9/js/咪咕超简版.js?id=609169285
最强综艺趴,http://A/ku9/js/咪咕超简版.js?id=629942228
嘉佳卡通,http://A/ku9/js/咪咕超简版.js?id=614952364
经典动画大集合,http://A/ku9/js/咪咕超简版.js?id=629942219
新动力量创一流,http://A/ku9/js/咪咕超简版.js?id=713589837
环球旅游,http://A/ku9/js/咪咕超简版.js?id=958475356
钱塘江,http://A/ku9/js/咪咕超简版.js?id=647370520
五环传奇,http://A/ku9/js/咪咕超简版.js?id=707671890
赛事最经典,http://A/ku9/js/咪咕超简版.js?id=646596895
掼蛋精英赛,http://A/ku9/js/咪咕超简版.js?id=631354620
体坛名栏汇,http://A/ku9/js/咪咕超简版.js?id=629943305
四海钓鱼,http://A/ku9/js/咪咕超简版.js?id=637444975
咪咕24小时体育台,http://A/ku9/js/咪咕超简版.js?id=654102378
24小时城市联赛轮播台,http://A/ku9/js/咪咕超简版.js?id=915512915
武术世界,http://A/ku9/js/咪咕超简版.js?id=958475359
CETV1,http://A/ku9/js/咪咕超简版.js?id=923287154
CETV2,http://A/ku9/js/咪咕超简版.js?id=923287211
CETV4,http://A/ku9/js/咪咕超简版.js?id=923287339
山东教育,http://A/ku9/js/咪咕超简版.js?id=609154353



🇨🇳央视投屏,#genre#,JS=https://5266.kstore.space/cctvnews.js
CCTV1综合,http://A/ku9/js/cctvnews.js?id=cctv1
CCTV2财经,http://A/ku9/js/cctvnews.js?id=cctv2
CCTV4国际,http://A/ku9/js/cctvnews.js?id=cctv4
CCTV13新闻,http://A/ku9/js/cctvnews.js?id=cctv13
CCTV9纪录,http://A/ku9/js/cctvnews.js?id=cctv9
CCTV10科教,http://A/ku9/js/cctvnews.js?id=cctv10
CCTV7国防军事,http://A/ku9/js/cctvnews.js?id=cctv7
CCTV12法制,http://A/ku9/js/cctvnews.js?id=cctv12
CCTV17农业,http://A/ku9/js/cctvnews.js?id=cctv17
CCTV4K,http://A/ku9/js/cctvnews.js?id=cctv4k

🇨🇳内蒙联通,#genre#
CCTV-1高清,http://tv.zhangzp.top:4022/udp/239.125.2.66:4120 

CCTV-2高清,http://tv.zhangzp.top:4022/udp/239.125.2.65:4120 

CCTV-3高清,http://tv.zhangzp.top:4022/udp/239.125.2.52:4120 

CCTV-4高清,http://tv.zhangzp.top:4022/udp/239.125.2.64:4120 

CCTV-5高清,http://tv.zhangzp.top:4022/udp/239.125.2.54:4120 

CCTV-6高清,http://tv.zhangzp.top:4022/udp/239.125.2.56:4120 

CCTV-7高清,http://tv.zhangzp.top:4022/udp/239.125.2.63:4120 

CCTV-8高清,http://tv.zhangzp.top:4022/udp/239.125.2.58:4120 

CCTV-9高清,http://tv.zhangzp.top:4022/udp/239.125.2.62:4120 

CCTV-10高清,http://tv.zhangzp.top:4022/udp/239.125.2.61:4120 

CCTV-11高清,http://tv.zhangzp.top:4022/udp/239.125.1.101:4120 

CCTV-12高清,http://tv.zhangzp.top:4022/udp/239.125.2.60:4120 

CCTV-13,http://tv.zhangzp.top:4022/udp/239.125.2.100:8003 

CCTV-14高清,http://tv.zhangzp.top:4022/udp/239.125.2.59:4120 

CCTV-15高清,http://tv.zhangzp.top:4022/udp/239.125.1.102:4120 

CCTV-NEWS,http://tv.zhangzp.top:4022/udp/234.1.3.22:5000 

CCTV-5+高清,http://tv.zhangzp.top:4022/udp/239.125.1.57:5000 

内蒙古蒙古语卫视高清,http://tv.zhangzp.top:4022/udp/239.125.1.66:5000 

内蒙古卫视高清,http://tv.zhangzp.top:4022/udp/239.125.1.59:5000 

内蒙古经济生活高清,http://tv.zhangzp.top:4022/udp/239.125.1.74:4120 

内蒙古文体娱乐高清,http://tv.zhangzp.top:4022/udp/239.125.1.72:4120 

内蒙古农牧频道高清,http://tv.zhangzp.top:4022/udp/239.125.1.73:4120 

内蒙古新闻综合高清,http://tv.zhangzp.top:4022/udp/239.125.1.70:4120 

内蒙古蒙语文化高清,http://tv.zhangzp.top:4022/udp/239.125.1.71:4120 

内蒙古少儿高清,http://tv.zhangzp.top:4022/udp/239.125.1.69:4120 

包头新闻综合高清,http://tv.zhangzp.top:4022/udp/239.125.2.187:4400 

包头生活服务高清,http://tv.zhangzp.top:4022/udp/239.125.2.186:4400 

包头经济高清,http://tv.zhangzp.top:4022/udp/239.125.2.10:5000 

浙江卫视高清,http://tv.zhangzp.top:4022/udp/239.125.2.68:4120 

江苏卫视高清,http://tv.zhangzp.top:4022/udp/239.125.2.69:4120 

湖北卫视高清,http://tv.zhangzp.top:4022/udp/239.125.2.74:4120 

广东卫视高清,http://tv.zhangzp.top:4022/udp/239.125.2.71:4120 

三佳购物,http://tv.zhangzp.top:4022/udp/234.1.2.208:5000 

山西卫视,http://tv.zhangzp.top:4022/udp/234.1.3.36:5000 

贵州卫视高清,http://tv.zhangzp.top:4022/udp/239.125.2.80:4120 

东方卫视高清,http://tv.zhangzp.top:4022/udp/239.125.2.82:4120 

辽宁卫视高清,http://tv.zhangzp.top:4022/udp/239.125.2.72:4120 

山东卫视高清,http://tv.zhangzp.top:4022/udp/239.125.2.75:4120 

吉林卫视,http://tv.zhangzp.top:4022/udp/234.1.3.42:5000 

黑龙江卫视高清,http://tv.zhangzp.top:4022/udp/239.125.2.83:4120 

广西卫视,http://tv.zhangzp.top:4022/udp/234.1.3.52:5000 

兵团卫视,http://tv.zhangzp.top:4022/udp/234.1.3.60:5000 

安徽卫视高清,http://tv.zhangzp.top:4022/udp/239.125.2.78:4120 

北京卫视高清,http://tv.zhangzp.top:4022/udp/239.125.2.73:4120 

东南卫视高清,http://tv.zhangzp.top:4022/udp/239.125.2.77:4120 

河北卫视高清,http://tv.zhangzp.top:4022/udp/239.125.2.70:4120 

天津卫视高清,http://tv.zhangzp.top:4022/udp/239.125.2.81:4120 

湖南卫视高清,http://tv.zhangzp.top:4022/udp/239.125.2.67:4120 

四川卫视高清,http://tv.zhangzp.top:4022/udp/239.125.2.79:4120 

卡酷动画,http://tv.zhangzp.top:4022/udp/234.1.3.55:5000 

深圳卫视高清,http://tv.zhangzp.top:4022/udp/239.125.2.76:4120 

宁夏卫视,http://tv.zhangzp.top:4022/udp/234.1.3.27:5000 

IPTV谍战剧场,http://tv.zhangzp.top:4022/udp/234.1.3.139:5000 

云南卫视,http://tv.zhangzp.top:4022/udp/234.1.3.23:5000 

重庆卫视高清,http://tv.zhangzp.top:4022/udp/239.125.2.102:4130 

河南卫视,http://tv.zhangzp.top:4022/udp/234.1.3.28:5000 

江西卫视高清,http://tv.zhangzp.top:4022/udp/239.125.2.101:4129 

IPTV3+,http://tv.zhangzp.top:4022/udp/234.1.3.127:5000 

IPTV5+,http://tv.zhangzp.top:4022/udp/234.1.3.128:5000 

IPTV6+,http://tv.zhangzp.top:4022/udp/234.1.3.129:5000 

IPTV8+,http://tv.zhangzp.top:4022/udp/234.1.3.130:5000 

海南卫视,http://tv.zhangzp.top:4022/udp/234.1.3.53:5000 

青海卫视,http://tv.zhangzp.top:4022/udp/234.1.3.38:5000 

IPTV野外,http://tv.zhangzp.top:4022/udp/234.1.3.126:5000 

甘肃卫视,http://tv.zhangzp.top:4022/udp/234.1.3.39:5000 

陕西卫视,http://tv.zhangzp.top:4022/udp/234.1.3.31:5000 

足球,http://tv.zhangzp.top:4022/udp/239.125.1.51:5000 

熊猫频道,http://tv.zhangzp.top:4022/udp/239.125.1.23:5000 

西藏卫视,http://tv.zhangzp.top:4022/udp/234.1.3.35:5000 

CETV4,http://tv.zhangzp.top:4022/udp/239.125.1.110:4120 

城市剧场,http://tv.zhangzp.top:4022/udp/234.1.3.136:5000 

古装剧场,http://tv.zhangzp.top:4022/udp/234.1.3.135:5000 

音乐现场,http://tv.zhangzp.top:4022/udp/239.125.1.40:5000 

星影,http://tv.zhangzp.top:4022/udp/239.125.1.55:5000 

武侠剧场,http://tv.zhangzp.top:4022/udp/234.1.3.138:5000 

动作影院,http://tv.zhangzp.top:4022/udp/239.125.1.53:5000 

地理,http://tv.zhangzp.top:4022/udp/239.125.1.41:5000 

新疆卫视,http://tv.zhangzp.top:4022/udp/234.1.3.34:5000 

军旅剧场,http://tv.zhangzp.top:4022/udp/234.1.3.144:5000 

金鹰卡通,http://tv.zhangzp.top:4022/udp/234.1.3.56:5000 

全纪实,http://tv.zhangzp.top:4022/udp/239.125.1.38:5000 

山东教育,http://tv.zhangzp.top:4022/udp/234.1.3.69:5000 

动漫秀场,http://tv.zhangzp.top:4022/udp/239.125.1.31:5000 

精选,http://tv.zhangzp.top:4022/udp/239.125.1.43:5000 

动画,http://tv.zhangzp.top:4022/udp/239.125.1.45:5000 

都市剧场,http://tv.zhangzp.top:4022/udp/234.1.3.140:5000 

七彩戏剧,http://tv.zhangzp.top:4022/udp/239.125.1.32:5000 

极速汽车,http://tv.zhangzp.top:4022/udp/239.125.1.34:5000 

IPTV少儿动画,http://tv.zhangzp.top:4022/udp/234.1.3.145:5000 

CCTV-17,http://tv.zhangzp.top:4022/udp/239.125.1.100:5000 

金色频道,http://tv.zhangzp.top:4022/udp/239.125.1.39:5000 

喜剧影院,http://tv.zhangzp.top:4022/udp/239.125.1.52:5000 

早教,http://tv.zhangzp.top:4022/udp/239.125.1.44:5000 

家庭影院,http://tv.zhangzp.top:4022/udp/239.125.1.54:5000 

好学生,http://tv.zhangzp.top:4022/udp/239.125.1.17:4120 

魅力时尚,http://tv.zhangzp.top:4022/udp/239.125.1.27:5000 

爱生活,http://tv.zhangzp.top:4022/udp/239.125.1.50:5000 

游戏风云,http://tv.zhangzp.top:4022/udp/239.125.1.33:5000 

东方财经,http://tv.zhangzp.top:4022/udp/239.125.1.36:5000 

光影,http://tv.zhangzp.top:4022/udp/239.125.1.49:5000 

收视指南,http://tv.zhangzp.top:4022/udp/239.125.44.3:5000 

热播剧场,http://tv.zhangzp.top:4022/udp/234.1.3.143:5000 

经典电影,http://tv.zhangzp.top:4022/udp/239.125.1.28:5000 

内蒙古卫视,http://tv.zhangzp.top:4022/udp/239.125.1.58:5000 

IPTV法治,http://tv.zhangzp.top:4022/udp/239.125.1.56:5000 

IPTV相声小品,http://tv.zhangzp.top:4022/udp/239.125.1.30:5000 

湖南卫视,http://tv.zhangzp.top:4022/udp/234.1.3.44:5000 

江苏卫视,http://tv.zhangzp.top:4022/udp/234.1.3.46:5000 

深圳卫视,http://tv.zhangzp.top:4022/udp/234.1.3.54:5000 

黑龙江卫视,http://tv.zhangzp.top:4022/udp/234.1.3.41:5000 

四川卫视,http://tv.zhangzp.top:4022/udp/234.1.3.49:5000 

CETV2,http://tv.zhangzp.top:4022/udp/239.125.1.29:5000 

墨宝,http://tv.zhangzp.top:4022/udp/239.125.1.48:5000 

美人,http://tv.zhangzp.top:4022/udp/239.125.44.9:4120 

鉴赏,http://tv.zhangzp.top:4022/udp/239.125.1.47:5000 

IPTV5+高清,http://tv.zhangzp.top:4022/udp/239.125.1.25:5000 

优购物,http://tv.zhangzp.top:4022/udp/234.1.3.188:5000 

家家购物,http://tv.zhangzp.top:4022/udp/234.1.3.187:5000 

家有购物,http://tv.zhangzp.top:4022/udp/234.1.3.185:5000 

聚鲨环球,http://tv.zhangzp.top:4022/udp/234.1.3.184:5000 

央广购物,http://tv.zhangzp.top:4022/udp/239.125.2.14:4120 



金鹰纪实高清,http://tv.zhangzp.top:4022/udp/239.125.2.106:4134 



🇨🇳广西移动,#genre#

CCTV1,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225934/index.m3u8?servicetype=1
CCTV1,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225654/index.m3u8?servicetype=1
