🕘️更新时间,#genre#
明珠台,http://o12.1678520.xyz/hls/mzt/playlist.m3u8
明珠台,http://tl.061833.xyz/tl/null-12
明珠台,http://r.jdshipin.com/jUx8K
明珠台,http://cdn9.163189.xyz/smt1.1.php?id=pearl_twn
明珠台,http://php.jdshipin.com/TVOD/iptv.php?id=mzt2
明珠台,https://mytv.cdn.loc.cc/o12.php?id=mzt
明珠台,http://php.jdshipin.com:8880/smt.php?id=pearl_twn
明珠台,https://smart.dxjc.pp.ua/smart.php?id=pearl_twn&token=tmxk
明珠台,http://mytv.cdn.loc.cc/o12.php?id=mzt
无线新闻,http://cdn6.163189.xyz/163189/wxxw
无线新闻,http://r.jdshipin.com/CkuBd
无线新闻,http://cdn9.163189.xyz/smt1.1.php?id=inews_twn
无线新闻,http://php.jdshipin.com:8880/smt.php?id=inews_twn
无线新闻,http://php.jdshipin.com/TVOD/iptv.php?id=wxxw
无线新闻,https://hls-gateway.vpstv.net/streams/476926.m3u8
无线新闻,http://bak.dou.ddns-ip.net/api.php?n=cctvxxx&id=F6144U&tk=4U04NDOE13ra
无线新闻,http://php.jdshipin.com/smt.php?id=inews_twn
无线新闻,https://smart.dxjc.pp.ua/smart.php?id=inews_twn&token=tmxk
无线新闻,http://php.jdshipin.com/TVOD/iptv.php?id=tvbxw
TVB Plus,http://o11.163189.xyz/stream/tvb/tvbp/
TVB Plus,https://o11.163189.xyz/stream/tvb/tvbp/
TVB Plus,http://r.jdshipin.com/Nr5jq
TVB Plus,http://r.jdshipin.com/ndGgS
TVB Plus,https://smart.dxjc.pp.ua/smart.php?id=j2_twn&token=tmxk
TVB Plus,http://php.jdshipin.com/TVOD/iptv.php?id=j2
澳视澳门,http://cdn6.163189.xyz/163189/asam
澳视澳门,http://r.jdshipin.com/n2YZI
澳视澳门,http://php.jdshipin.com:8880/TVOD/iptv.php?id=asam
澳视澳门,https://cdn6.163189.xyz/163189/asam
澳视澳门,http://php.jdshipin.com/TVOD/iptv.php?id=asam
澳视澳门,http://cdn6.veryfast.filegear-sg.me/live/asam/stream.m3u8
台视新闻,https://smart.dxjc.pp.ua/smart.php?id=ttvnews_twn&token=tmxk

网络4K,#genre#
CCTV-4K,http://[2409:8087:2001:20:2800:0:df6e:eb26]:80/ott.mobaibox.com/PLTV/3/224/3221228472/index.m3u8
CCTV-4K,http://[2409:8087:3c02:21:0:1:0:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000382/index.m3u8?IASHttpSessionId=
CCTV-4K,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000382/index.m3u8?IASHttpSessionId=
CCTV-8K,http://[2409:8087:2001:20:2800:0:df6e:eb02]:80/wh7f454c46tw2749731958_105918260/ott.mobaibox.com/PLTV/3/224/3221228165/index.m3u8?icpid=3&RTS=1681529690&from=40&popid=40&hms_devid=2039&prioritypopid=40&vqe=3

广东频道,#genre#
广东珠江,http://r.jdshipin.com/sE5vO
广东珠江,http://cdn2.163189.xyz/163189/gdzj
广东珠江,http://cdn2.163189.xyz/live/gdzj/stream.m3u8
广东珠江,http://www.3344.uk:8888/rtp/239.77.0.3:5146
广东珠江,http://www.3344.uk:8888/rtp/239.77.1.94:5146
广东珠江,http://www.3344.uk:8888/rtp/239.77.0.1:5146
广东珠江,http://www.3344.uk:8888/rtp/239.77.0.114:5146
广东珠江,https://smart.dxjc.pp.ua/smart.php?id=zhujiang&token=tmxk
广东珠江,http://gxyd.484947.xyz/PLTV/77777777/224/3221225717/index.m3u8?servicetype=2
广东珠江,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000003000000033/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000003000000033&IASHttpSessionId=OTT19019320240419154124000281&yang-1989
广东新闻,http://www.3344.uk:8888/rtp/239.77.0.4:5146
广东新闻,https://hls-gateway.vpstv.net/streams/708873.m3u8
广东新闻,https://www.gdtv.cn/tvChannelDetail/45
广东民生,http://www.3344.uk:8888/rtp/239.77.0.5:5146
广东民生,https://www.gdtv.cn/tvChannelDetail/48
大湾区卫视,http://www.3344.uk:8888/rtp/239.77.0.9:5146
大湾区卫视,http://www.3344.uk:8888/rtp/239.77.1.12:5146
大湾区卫视,https://live.chinacert.cftest5.cn/mg/?id=608917627
大湾区卫视,https://smart.dxjc.pp.ua/smart.php?id=nanfang_twn&token=tmxk
大湾区卫视,https://www.gdtv.cn/tvChannelDetail/51
大湾区卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u8
广州综合,http://r.jdshipin.com/iR6Gq
广州综合,http://r.jdshipin.com/snhya
广州综合,https://cdn13.178.indevs.in/163189/b13471c5de99d1c7
广州综合,http://www.3344.uk:8888/rtp/239.253.43.66:5146
广州综合,http://php.jdshipin.com:8880/gztv.php?id=zhonghe
广州影视,http://www.3344.uk:8888/rtp/239.253.43.68:5146
广州影视,http://php.jdshipin.com:8880/gztv.php?id=yingshi
广州影视,http://www.3344.uk:8888/udp/239.253.43.73:5146
广州影视,http://r.jdshipin.com/TcKr2
广州竞赛,http://www.3344.uk:8888/rtp/239.253.43.70:5146
广州竞赛,http://php.jdshipin.com:8880/gztv.php?id=jingsai
深圳卫视,http://iptv.huuc.edu.cn/hls/szhd.m3u8
深圳卫视,https://zby.130519.xyz/PLTV/11/224/3221225728/index.m3u8
深圳卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010068
深圳卫视,https://smart.pendy.dpdns.org/Smart.php?id=shenzhen
深圳卫视,http://z.b.bkpcp.top/m.php?id=szws
深圳卫视,https://smart.dxjc.pp.ua/smart.php?id=shenzhen&token=tmxk
深圳卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226688/1.m3u8
深圳卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226959/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EGrVNEZREjuNVKiTJo2mtwg%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
深圳卫视,http://[2409:8087:3c02:21:0:1:0:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000308/index.m3u8?IASHttpSessionId=
江门综合,https://stream1.freetv.fun/jiang-men-zong-he-2.ctv
江门综合,https://stream1.freetv.fun/jiang-men-zong-he-7.ctv
江门综合,https://stream1.freetv.fun/jiang-men-zong-he-1.ctv
江门综合,https://stream1.freetv.fun/jiang-men-zong-he-6.ctv
江门综合,https://stream1.freetv.fun/jiang-men-zong-he-4.ctv
佛山综合,http://php.jdshipin.com:8880/fstv.php?id=fszh
